TEMP_ID,:LABEL,NAME_WESTERN,FAMILY_NAME_WESTERN,GIVEN_NAME_WESTERN,ALT_NAME_WESTERN,CHINESE_NAME_HANZI,CHINESE_ALT_NAME_HANZI,FAMILY_NAME_HANZI,GIVEN_NAME_HANZI,ALT_NAME_HANZI,CATEGORY,SUBCATEGORY,CHRISTIAN_TRADITION,GENDER,GENDER_SERVED,NATIONALITY,BIRTH_DATE,BIRTH_PLACE,DEATH_DATE,DEATH_PLACE,DEGREES,TITLES,OCCUPATION,NOTES,SOURCE
HBLP_353,Person,,Hu,Shao-mei,,,,,,,,,,U,,China,,,,,,,,,HB_1936_222
HBLP_354,Person,,Ma,Chih-sin,,,,,,,,,,U,,China,,,,,,,,,HB_1936_222
HBLP_355,Person,,Yang,Chih-ming,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_356,Person,,Chen,Shih-ying,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_357,Person,,Liu,Wei-han,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_358,Person,,Siao,Wei-yuan,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_359,Person,,Huang,Pai-yen,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_360,Person,,Cheng,Chao-jan,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_361,Person,,Ting,Mu-ying,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_362,Person,,Lo,Tao-hua,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_363,Person,,Cheng,Chi-nung,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_364,Person,,Kao,Yung-yang,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_365,Person,,Liu,Hao-lin,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_366,Person,,Wang,Hsin-ju,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_367,Person,,Yun,Siang-heng,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_368,Person,,Chiu,Yung-tsung,,,,,,,,,,U,,China,,,,,,,,,HB_1936_223
HBLP_369,Person,,Wu,Shun-liang,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_370,Person,,Shih,Sheng-ho,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_371,Person,,Tsai,Chih-chuan,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_372,Person,,Chien,Si-ling,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_373,Person,,Wong,Chien-hsien,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_374,Person,,Chang,Pao-chen,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_375,Person,,Tong,I.K.,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_376,Person,,Van Etten,Albert Henry,,,,,,,,,,M,,United States,,,,,,,,"Of note: ""When, due to war conditions, the Seung Kan University (now called the Man Lei Hok University) moved from Canton to Tung Pei, Christian members of the faculty became interested in the chapel library. They asked Mr. Van Etten to help plan a reading room in the University. This was opened on September 22nd and Mr. Van Etten was to have assisted in the exercises but he was far too ill to go. """,HB_1936_224
HBLP_377,Person,,Tien ,Chin-fo,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_378,Person,,Ngai,Tsun-chih,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_379,Person,,Chung,Fa-tsun,,,,,,,,,,U,,China,,,,,,,,,HB_1936_224
HBLP_380,Person,,Wong,Yao-ting,,,,,,,,,,U,,China,,,,,,,,,HB_1936_225
HBLP_381,Person,,Li,Ming-tao,,,,,,,,,,U,,China,,,,,,,,,HB_1936_225
HBLP_382,Person,,Lu,Kwan-ya,,,,,,,,,,U,,China,,,,,,,,,HB_1936_225
HBLP_383,Person,,Smith,Charles Stanley,,,,,,,,,,M,,,,,,,,,,Helped found the Foundation for Theological Education in Southeast Asia.,HB_1936_225
EDCT_894,Institution,St. Paul's School (Hankow),,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1918_138
EDCT_283,Institution,Kwang-Ih Senior and Junior Primary School for Boys,,,,廣益,,,,,Education,School,,,M,,,,,,,,,"May be the same as the ""Kwang I"" in Chongqing mentioned in the 1936 Handbook (same Chinese name and both are in Sichuan) but not 100% sure.",EDC_1920_98
EDCT_284,Institution,Kwang-Ih Senior and Junior Primary School for Girls,,,,廣益,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_98
EDCT_322,Institution,Friends' High School,,,Friends Boys' High School,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_97; EDC_1918_123
EDCT_692,Institution,China Medical Missionary Association {Shanghai},,,,,,,,,Ecclesial,Mission,,,,,,,,,,,,,EDC_1917_30
EDCT_416,Institution,John D. Wells School,,,,,,,,,Education,School,,,,,,,,,,,,This source I found online confirms that the school belonged to the PN and was eventually sold by them. The EDC 1920 only attests it in Mrs. W.H. Lingle's past employers.,EDC_1920_88 (Teachers' section)
EDCT_238,Institution,Moukden Medical College,,,,,,,,,Education,Nursing School,,,M,,,,,,,,,"""A Union College of three Missions [...] It also acts in co-operation with the Provincial Government.""",EDC_1920_83-84
EDCT_845,Institution,Presbyterian Mission Girls' School,,,True Light Seminary,,,,,,Education,School,,,F,,,,,,,,,,EDC_1917_71; EDC_1916_79
EDCT_392,Institution,St. Peter's Parish School,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_60
EDCT_683,Institution,China Christian Educational Association,,,,,,,,,Ecclesial,School,,,,,,,,,,,,,EDC_1917_30
EDCT_038,Institution,Ying Wa College,,,Anglo-Chinese College (Hong Kong_,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_76
EDCT_068,Institution,YMCA Evening School (Hangzhou),,,,,,,,,Education,Night School,,,M,,,,,,,,,,EDC_1920_7
EDCT_110,Institution,YMCA English Night School (Jinan),,,,,,,,,Education,Night School,,,M,,,,,,,,,,EDC_1920_92
EDCT_113,Institution,YMCA Night School (Xi'an),,,,,,,,,Education,Night School,,,,,,,,,,,,,EDC_1920_94
EDCT_155,Institution,YMCA Evening School (Kunming),,,,,,,,,Education,Night School,,,M,,,,,,,,,,EDC_1920_100
EDCT_160,Institution,YMCA English Night School (Kaifeng),,,,,,,,,Education,School,,,M,,,,,,,,,Couldn't find the street so geocode for Kaifeng is given.,EDC_1920_30
EDCT_162,Institution,YMCA Commercial School (Beijing),,,Peking School of Commerce and Finance,財政（北京）,北京基督教青年會財政商業專門學校,,,,Education,School,,,M,,,,,,,,,,EDC_1920_15; HB_1936_184-276; ZUO_2004
EDCT_181,Institution,Chinese YMCA Evening School of Commerce (Shanghai),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_49
EDCT_196,Institution,YMCA College (Fuzhou),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_26
EDCT_199,Institution,Chinese YMCA High School (Shanghai),,,Chinese Y.M.C.A. Hour-a-da School; YMCA Day School (Shanghai),,,,,,Education,School,,,M,,,,,,,,,Need to confirm name,EDC_1920_49-50; EDC_1918_117; EDC_1916_64
EDCT_220,Institution,YMCA Evening School (Ningbo),,,,,,,,,Education,Night School,,,M,,,,,,,,,,EDC_1920_10
EDCT_247,Institution,YMCA Commercial School (Baoding),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_12
EDCT_323,Institution,Tsingtao College,,,,,,,,,Education,School,,,M,,,,,,,,,"Location given by its Baidu page. I wanted to ignore this school on the assumption that it was solely from the Japanese government, but the Baidu page actually claims it was established by the ""Qingdao YMCA of Japan"" so there is at least a tenuous Christian connection.",EDC_1920_92
EDCT_340,Institution,YMCA School of Commerce and Finance (Wuhan),,,"Hankow School of Commerce,",,,,,,Education,School,,,,,,,,,,,,,EDC_1920_37
EDCT_341,Institution,YMCA Evening School (Wuhan),,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1920_54 (Teachers section)
EDCT_520,Institution,"Y.M.C.A. Commercial Middle School {Tientsin, Chihli}",,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1917_4
EDCT_529,Institution,YMCA Evening School (Tientsin),,,YMCA School (Tientsin),,,,,,Education,Night School,,,M,,,,,,,,,,EDC_1918_47
EDCT_530,Institution,YMCA Evening School (Tientsin),,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1918_47
EDCT_533,Institution,Chengtu YMCA,,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1918_49
EDCT_537,Institution,YMCA and Higher Normal College,,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1918_50
EDCT_601,Institution,Y.M.C.A. Night School (Wuchang),,,,,,,,,Education,Night School,,,X,,,,,,,,,,EDC_1918_63
EDCT_602,Institution,Y.M.C.A. {Shanghai},,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1917_20
EDCT_604,Institution,YMCA Practical Science School,,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1918_65
EDCT_950,Institution,Y.M.C.A. Commercial Middle School {Hankow},,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1918_124
EDCT_961,Institution,YMCA Evening School of Commerce (Hankow),,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1918_138
EDCT_962,Institution,YMCA School (Kirin),,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1917_59
EDCT_453,Institution,St. Andrew's School,,,St. Andrew's School and College; St. Andrew's Anglo-Chinese School,,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_129
EDCT_492,Institution,American Church Mission Higher Primary Day School,,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_118
EDCT_134,Institution,Wuhu Academy,,,Wuhu Union Academy,萃文,,,,,Education,School,,,,,,,,,,,,Also run by FCMS (EDC_1920_137),EDC_1920_3; EDC_1918_134
EDCT_439,Institution,Advent Christian Boys' School (Nanking),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_45;
EDCT_534,Institution,Advent Christian Girls' School (Nanking),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1917_38
EDCT_769,Institution,Hong Uen Hsioh Hsiao,,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1918_145; EDC_1918_148
EDCT_036,Institution,Anglo-Chinese College (Xiamen),,,,英華（廈門）,,,,,Education,School,,,M,,,,,,,,,,HB_1936_178; EDC_1920_24
EDCT_053,Institution,Hongkong University,,,The University,,,,,,Education,Higher Education,,,M,,,,,,,,,,EDC_1920_75-76
EDCT_095,Institution,T'sui Wen Middle School,,,Tsin Wen Middle School,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_9; EDC_1916_65
EDCT_102,Institution,London Mission Girls' Boarding School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_39
EDCT_109,Institution,Griffith John School,,,Griffith John College,博學,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_37; HB_1936_31-179
EDCT_272,Institution,Anglo-Chinese (Tianjin),,,,新學（天津）,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_22; HB_1936_178
EDCT_280,Institution,Medhurst Girls' Primary School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_53
EDCT_281,Institution,Medhurst College,,,,麥倫,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_53; HB_1936_181-280
EDCT_315,Institution,London Mission School,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_28
EDCT_325,Institution,London Mission Boys' School,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_38
EDCT_027,Institution,China Inland Mission Boys' School,,,,,,,,,Education,School,,,M,,,,,,,,,Unsure which CIM school on the other spreadsheet-if any-this is.,EDC_1920_87
EDCT_028,Institution,China Inland Mission Preparatory School,,,,,,,,,Education,School,,,X,,,,,,,,,"This school is for the children of missionaries, it explains",EDC_1920_88
EDCT_032,Institution,China Inland Mission Hospital Medical School,,,,,,,,,Education,Nursing School,,,M,,,,,,,,,,EDC_1920_10
EDCT_042,Institution,Anglo-Chinese School (Lanzhou),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_41
EDCT_108,Institution,China Inland Mission Girls' School (Ganzhou),,,Mrs. Carver Memorial Girls' School,,,,,,Education,School,,,F,,,,,,,,,"""Mrs. Carver"" alternate name only given on EDC 1920 p.11 in the teachers section.",EDC_1920_42
EDCT_123,Institution,Shansi Bible Institute,,,EDC_1920_141,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_85; HB_1936_166
EDCT_129,Institution,Boys' Boarding School (Senior and Junior Primary) (Langzhong),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_97-98
EDCT_150,Institution,China Inland Mission School (Guiyang),,,,,,,,,Education,School,,,,,,,,,,,,"Only mentioned in the teachers section, not the schools section.",EDC_1920_17 (Teachers section)
EDCT_259,Institution,Bible Training Institute,,,CIM Training Home for Newly-Arrived Lady Missionaries,,,,,,Education,Missionary Training Institute,,,F,,,,,,,,,,EDC_1920_101; CM_1912_38
EDCT_334,Institution,China Inland Mission School (Kunming),,,,,,,,,Education,School,,,,,,,,,,,,"Nowhere in the schools section, only the teachers section for one man. May be one of the CIM's short-term (a month, a few weeks, a season, etc.) ""Bible Schools"" rather than a permanent institution",EDC_1920_52 (Teachers section)
EDCT_342,Institution,Junior and Senior Primary Boys' School (Dali),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_99
EDCT_343,Institution,Girls' Junior Primary School (Dali),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_99
EDCT_346,Institution,China Inland Mission Girls' School (Yantai),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_88
EDCT_355,Institution,CIM Honan Provincial School,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_29; CM_1917_129
EDCT_399,Institution,China Inland Mission Day School,,,C.I.M. Middle School (Laohokow),,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_38
EDCT_456,Institution,China Inland Mission Boys' School (Anshunfu),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_130
EDCT_472,Institution,China Inland Mission Provincial School (Hungtung),,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_106
EDCT_509,Institution,China Inland Mission Boys' School (Ganzhou),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_123
EDCT_554,Institution,China Inland Mission Boys' School (Wenzhou),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1918_58
EDCT_595,Institution,China Inland Mission School,,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1917_19
EDCT_623,Institution,China Inland Mission Girls' School (Wenchow),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1918_108
EDCT_627,Institution,"""Mustard Seed"" School",,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1918_137
EDCT_670,Institution,C.I.M. Boys' School,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1916_70
EDCT_672,Institution,C.I.M. Charity School,,,,,,,,,Education,School,,,X,,,,,,,,,Founded in 1890,EDC_1895_68
EDCT_684,Institution,China Inland Mission Boys' School (Paoningfu),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1916_58
EDCT_690,Institution,China Inland Mission School (Honan),,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1916_77
EDCT_078,Institution,Foochow College,,,,格致,,,,,Education,Higher Education,,,M,,,,,,,,,"The acronym A.B.C.F.M. stands for American Board of Commissioners for Foreign Missions, therefore this can be regarded as a christian institution",EDC_1920_25; HB_1936_179
EDCT_103,Institution,Han Mei Middle and Higher Primary Schools,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_28
EDCT_117,Institution,Tung Jen School (Baoding),,,T'ung Jen School,同仁（保定）,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_12; HB_1936_183-275
EDCT_141,Institution,Porter-Wyckoff Middle School,,,Porter Academy,博文,,,,,Education,School,,,,,,,,,,,,,EDC_1920_90; HB_1936_182-292
EDCT_239,Institution,Yu Ying School (Linqing),,,,育英,,,,,Education,School,,,M,,,,,,,,,Distinct from the *other* ABCFM Yu Ying School in Beijing.,EDC_1920_89
EDCT_271,Institution,Bridgeman (Beijing),,,Bridgman Academy,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_12; HB_1936_178
EDCT_278,Institution,South China Girls' School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_71
EDCT_285,Institution,Oberlin-Shansi Memorial Schools,,,,銘賢,,,,,Education,School,,,,,,,,,,,,,EDC_1920_85; HB_1936_181-290
EDCT_297,Institution,Boys' Boarding School (Yongtai),,,,,,,,,Education,School,,,M,,,,,,,,,"May be the same as Tung Jen Middle School (Yongtai) from the 1936 Handbook, but it has a different Chinese name so I can't be sure.",EDC_1920_27
EDCT_363,Institution,Ming I Middle School,,,Fenchow Middle School,銘義,,,,,Education,School,,,,,,,,,,,,,EDC_1920_85; HB_1936_181-253
EDCT_366,Institution,Jefferson Academy,,,,潞河,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_23; HB_1936_180-297
EDCT_444,Institution,Yu Ying School (Beijing),,,Yu Ing School,育英,,,,,,,,,M,,,,,,,,,,EDC_1920_19; HB_1936_184-275
EDCT_525,Institution,Science College {A.B.C.F.M.},,,,,,,,,Education,School,,,,,,,,,,,,,
EDCT_835,Institution,Oberlin-Shansi Memorial Academy,,,,,,,,,Education,Higher Education,,,X,,,,,,,,,,EDC_1917_54
EDCT_046,Institution,Jenshow Industrial School,,,Canadian Methodist Boys' School,,,,,,Education,School,,,M,,,,,,,,,"Probably the same as--or a precursor to--the ""Hwa Yin"" UCC boys' school mentioned in the 1936 Handbook, but can't be sure",EDC_1920_97
EDCT_308,Institution,Canadian Methodist Girls' School (Renshou),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_97
EDCT_309,Institution,Gin Teh Girls' School,,,Canadian Methodist Girls' School (Leshan),,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_42 (teachers section); HB_1936_179-262
EDCT_107,Institution,Norman McPhee Boarding School for Boys,,,,,,,,,Education,,,,M,,,,,,,,,,EDC_1920_29
EDCT_222,Institution,Girls' Primary School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_31
EDCT_435,Institution,M. Maxwell High and Normal School,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_31
EDCT_522,Institution,Canadian Presbyterian Mission School,,,Canadian Presbyterian Primary School,,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_105; EDC_1916_62
EDCT_556,Institution,Canadian Presbyterian Mission Girls' School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1918_78
EDCT_357,Institution,Christian's Mission School,,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1920_9
EDCT_121,Institution,Shanghai Missionary College of Seventh Day Adventists,,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_57
EDCT_358,Institution,Union Normal School for Young Women (Chengdu),,,,协和（成都）,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_96; HB_1936_183-249
EDCT_393,Institution,United Brethren Boys' School,,,Honaam Pui Ying Higher Primary School,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_71
EDCT_063,Institution,Luchowfu Christian Boys' School,,,Christian High school (for boys),,,,,,Education,School,,,M,,,,,,,,,also under hsuchowfu,EDC_1920_3; EDC_1916_39
EDCT_208,Institution,Christian Higher Primary and Middle School (Chuzhou),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_2
EDCT_260,Institution,Luchowfu Christian Girls' School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_3
EDCT_371,Institution,Christian Girls' School (Nanjing),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_45
EDCT_408,Institution,Christian Girls' School (Chuzhou),,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1920_2
EDCT_079,Institution,Kaying Baptist Academy,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_76
EDCT_142,Institution,Swatow Academy,,,,,,,,,Education,School,,,,,,,,,,,,"I was unsure if this was an alternate name for one of the several Baptist schools in Swatow listed in the 1936 Handbook, but I found one source online that explains Swatow Academy merged with a girls' school in 1928, hence why it isn't in the Handbook. I also found a 1922 letter from the same Randall Capen about a typhoon that struck the Baptist buildings at Swatow.",EDC_1920_79
EDCT_151,Institution,Chao Kwong,,,"Chaokwang Grammar School, Chaoyang Grammar School",潮光,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_71; HB_1936_178; EDC_1916_39
EDCT_195,Institution,Wayland Academy,,,,蕙蘭,,,,,Education,School,,,M,,,,,,,,,"According to Wayland Academy's Baidu page, the school's original site is in modern-day Shangcheng District, at 71 Jianguo Middle Road. This corresponds with the location given in the Directory (only in Chinese, a practice that I've never seen before--no romanization) which is Chunyou Bridge a little ways down the road.",EDC_1920_7; HB_1936_183-255
EDCT_236,Institution,Harris Ayer Wells Memorial School,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_7
EDCT_267,Institution,Mizpah Bible Training School for Women,,,,,,,,,Education,Bible School,,,F,,,,,,,,,"According to this source the Salt Gate was also known as Heyi Gate, whose former location is now commemorated by a monument and road in Haishu District.",EDC_1920_9
EDCT_268,Institution,Tinghai Baptist Girls' Higher Primary School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_11
EDCT_269,Institution,Tsoh Sing School,,,Baptist Higher Primary and Middle School,作新,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_8; HB_1936_183-263
EDCT_319,Institution,Yachow School for Boys,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_99
EDCT_338,Institution,Yui Dzae Boys' School,,,Yuih Dzae Boys' School; Shaohing Boys' Academy,越材,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_10; HB_1936_184-283
EDCT_368,Institution,Tinghai Boys' School,,,Chowsan; Tinghai Baptist Higher Primary School,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_10; HB_1936_179-293
EDCT_421,Institution,Baptist Higher Primary and Middle School,,,,,,,,,Education,School,,,U,,,,,,,,,,EDC_1920_137
EDCT_523,Institution,Munroe Academy,,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1917_40
EDCT_081,Institution,Eastview Boys' School,Adventist,,Eastview Schools,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_34-35; HB_1936_179-284; EDC_1916_39
EDCT_114,Institution,Pei Hua School,,,Pei Hwa School; P'ei Hua Girls' School,培華,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_14; HB_1936_182-276
EDCT_137,Institution,Anglican Mission School,,,Anglo-Chinese School,育華,,,,,Education,School,,,M,,,,,,,,,"Called the ""Anglo-Chinese School"" in the EDC but almost definitely the Anglican Mission School from the Handbook considering the location and SPG affiliation.",EDC_1920_92; HB_1936_178
EDCT_450,Institution,St. Faith's School (Peking),,,,,,,,,Education,School,,,,,,,,,,,,,EDC_1920_126
EDCT_106,Institution,David Hill Memorial Girls' Boarding School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_38
EDCT_116,Institution,Haigh College,,,Hwa Ying,華英（男校）（佛山）,,,,,Education,Bible School,,,M,,,,,,,,,,EDC_1920_72; HB_1936_180-252
EDCT_124,Institution,Hwa Yin Girls' School,,,The Evelyn School,華英（女校）（佛山）,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_72; HB_1936_180-252
EDCT_154,Institution,Mitchil Schools (Lower Primary Boys and Girls),,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_35
EDCT_186,Institution,Boys' Boarding School (Wuchang),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_39
EDCT_214,Institution,Wesley College,,,,,,,,,Education,School,,,M,,,,,,,,,"At least related to the Wesley Middle School from the 1936 Handbook, but unclear if they are the same school with different names or just affiliated. Assuming Great East Gate = Dadongmen/大东门, the school was in modern-day Wuchang District.",EDC_1920_40
EDCT_303,Institution,Wesleyan Girls' Boarding School (Guangzhou),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_71
EDCT_335,Institution,Yiyang Wesleyan Methodist Missionary Society Girls' Boarding School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_35; HB_1936_180-263
EDCT_359,Institution,Wesleyan Boys' Boarding School (Pingjiang),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_34
EDCT_440,Institution,Wesleyan Mission Boys' School (Cangwu),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_67
EDCT_441,Institution,Wesleyan Mission Girls' School (Cangwu),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_67
EDCT_442,Institution,Kindergarten School,,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_67
EDCT_052,Institution,St. Stephen's Girls College,,,,,,,,,Education,School,,,F,,,,,,,,,Address also recorded as 27 Caine Road Hongkong. Need to verify,EDC_1920_74; HB_1936_182; EDC_1916_39
EDCT_087,Institution,St. Hilda's Girls' School (Guangzhou),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_71
EDCT_091,Institution,St. Stephen's College,,,,,,,,,Education,Higher Education,,,M,,,,,,,,,,EDC_1920_74; EDC_1918_134
EDCT_213,Institution,Holy Trinity,,,Holy Trinity School,聖三一,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_70; HB_1936_179
EDCT_219,Institution,Trinity College (Fuzhou),,,,三一（福州）,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_25; HB_1936_183-253
EDCT_225,Institution,Victoria Home and Orphanage,,,,,,,,,Education,Orphanage,,,F,,,,,,,,,,EDC_1920_77
EDCT_231,Institution,Anglo-Chinese School (Shaoxing),,,,,,,,,Education,School,,,,,,,,,,,,Not in the schools section anywhere; only mentioned as the past experience of one person.,EDC_1920_27 (Teachers section)
EDCT_232,Institution,Anglo-Chinese School (Shanghai),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_48
EDCT_253,Institution,St. Catherine Girls' School (Ningbo),,,,仁德（寧波）,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_9; HB_1936_182-273
EDCT_291,Institution,Hing-hiong CMS School,,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_27
EDCT_292,Institution,All Saints' Higher Primary and Middle School,,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_34
EDCT_330,Institution,Anglo-Chinese (Fuzhou),,,,英華（福州）,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_24; HB_1936_178
EDCT_369,Institution,St. Paul's School (Xiangtan),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_35
EDCT_377,Institution,Church Missionary Society Hostel,,,,,,,,,Education,Missionary Hostel,,,,,,,,,,,,,EDC_1920_68 (teachers section)
EDCT_381,Institution,Girls' Boarding School (Mianyang),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_97
EDCT_391,Institution,Trinity Higher Elementary School,,,,,,,,,Education,School,,,M,,,,,,,,,"""For the sons of Christians only""",EDC_1920_10
EDCT_402,Institution,CMS Girls' School (Taizhou),,,,,,,,,Education,School,,,F,,,,,,,,,,EDC_1920_10
EDCT_433,Institution,Chekiang Third Middle School,,,,,,,,,Education,School,,,X,,,,,,,,,,EDC_1920_141
EDCT_438,Institution,Upper and Lower Primary School (Putian),,,,,,,,,Education,School,,,M,,,,,,,,,,EDC_1920_27
EDCT_443,Institution,St. John's Hall,,,,,,,,,Education,Residence,,,M,,,,,,,,,"""Hostel"" but I think for Chinese rather than missionaries",EDC_1920_74
